System Fixation time;Fixation Event;X Fixation Data; Y Fixation Data 
1587052504229;Fixation data;8487;2154
1587052504240;Fixation data;8493;2154
1587052504250;Fixation data;8501;2156
1587052504262;Fixation data;8505;2154
1587052504273;Fixation data;8500;2153
1587052504283;Fixation data;8478;2152
1587052504317;Fixation begin;8500;2121
1587052504328;Fixation data;8501;2124
1587052504340;Fixation data;8504;2128
1587052504351;Fixation data;8507;2128
1587052504362;Fixation data;8511;2126
1587052504373;Fixation data;8512;2127
1587052504384;Fixation data;8520;2132
1587052504395;Fixation data;8530;2137
1587052504406;Fixation data;8540;2138
1587052504419;Fixation data;8540;2137
1587052504429;Fixation data;8529;2140
1587052504440;Fixation end;;
1587052504495;Fixation begin;7585;1091
1587052504506;Fixation data;7576;1077
1587052504517;Fixation data;7571;1069
1587052504531;Fixation data;7572;1067
1587052504540;Fixation data;7575;1066
1587052504550;Fixation data;7582;1069
1587052504564;Fixation data;7588;1070
1587052504573;Fixation data;7592;1068
1587052504583;Fixation data;7596;1070
1587052504596;Fixation data;7594;1072
1587052504606;Fixation data;7590;1070
1587052504618;Fixation data;7588;1067
1587052504629;Fixation data;7592;1061
1587052504640;Fixation data;7596;1058
1587052504650;Fixation begin;7596;1051
1587052504662;Fixation data;7592;1056
1587052504673;Fixation begin;7589;1065
1587052504684;Fixation data;7588;1070
1587052504695;Fixation begin;7585;1078
1587052504707;Fixation data;7586;1071
1587052504717;Fixation data;7591;1064
1587052504729;Fixation data;7595;1060
1587052504740;Fixation data;7592;1064
1587052504751;Fixation data;7588;1069
1587052504762;Fixation data;7587;1074
1587052504774;Fixation data;7588;1078
1587052504784;Fixation data;7589;1085
1587052504795;Fixation data;7588;1090
1587052504806;Fixation data;7592;1088
1587052504817;Fixation data;7596;1084
1587052504828;Fixation data;7600;1079
1587052504839;Fixation data;7601;1074
1587052504850;Fixation data;7600;1071
1587052504861;Fixation data;7599;1076
1587052504872;Fixation data;7598;1080
1587052504883;Fixation data;7601;1080
1587052504895;Fixation begin;7605;1071
1587052504906;Fixation data;7586;1076
1587052504916;Fixation end;;
1587052504928;Fixation begin;7255;1079
1587052504939;Fixation data;7231;1080
1587052504950;Fixation data;7214;1084
1587052504962;Fixation data;7206;1087
1587052504973;Fixation data;7205;1086
1587052504983;Fixation data;7203;1080
1587052504995;Fixation data;7209;1082
1587052505017;Fixation begin;7225;1101
1587052505029;Fixation data;7220;1093
1587052505040;Fixation data;7216;1086
1587052505050;Fixation data;7217;1085
1587052505062;Fixation data;7215;1084
1587052505084;Fixation begin;7219;1073
1587052505095;Fixation data;7223;1076
1587052505106;Fixation data;7224;1077
1587052505117;Fixation data;7226;1080
1587052505129;Fixation data;7230;1086
1587052505140;Fixation data;7231;1087
1587052505152;Fixation begin;7226;1090
1587052505161;Fixation data;7224;1093
1587052505173;Fixation end;;
1587052505195;Fixation begin;7256;1268
1587052505206;Fixation data;7251;1269
1587052505216;Fixation data;7243;1265
1587052505228;Fixation data;7236;1262
1587052505239;Fixation data;7237;1260
1587052505250;Fixation data;7243;1262
1587052505261;Fixation data;7253;1268
1587052505283;Fixation begin;7249;1271
1587052505295;Fixation data;7243;1262
1587052505306;Fixation begin;7231;1241
1587052505317;Fixation data;7227;1242
1587052505328;Fixation begin;7215;1243
1587052505339;Fixation data;7215;1248
1587052505350;Fixation begin;7229;1256
1587052505361;Fixation data;7235;1260
1587052505373;Fixation data;7240;1256
1587052505383;Fixation begin;7235;1228
1587052505395;Fixation data;7232;1223
1587052505406;Fixation data;7231;1223
1587052505417;Fixation data;7234;1229
1587052505428;Fixation data;7238;1230
1587052505439;Fixation data;7238;1238
1587052505450;Fixation data;7235;1260
1587052505462;Fixation data;7239;1284
1587052505473;Fixation data;7259;1289
1587052505484;Fixation data;7274;1287
1587052505517;Fixation begin;7258;1216
1587052505528;Fixation data;7249;1223
1587052505539;Fixation data;7243;1226
1587052505549;Fixation data;7240;1218
1587052505561;Fixation data;7238;1203
1587052505628;Fixation begin;7775;1021
1587052505639;Fixation data;7793;1017
1587052505652;Fixation data;7802;1011
1587052505662;Fixation data;7806;1004
1587052505672;Fixation data;7809;997
1587052505683;Fixation data;7804;997
1587052505694;Fixation data;7790;999
1587052505705;Fixation data;7784;1003
1587052505716;Fixation data;7786;1008
1587052505727;Fixation begin;7793;1016
1587052505739;Fixation data;7792;1016
1587052505749;Fixation data;7793;1005
1587052505761;Fixation begin;7795;985
1587052505772;Fixation data;7795;983
1587052505787;Fixation data;7793;990
1587052505794;Fixation data;7791;994
1587052505805;Fixation data;7789;1000
1587052505816;Fixation data;7787;1005
1587052505828;Fixation data;7787;1008
1587052505839;Fixation data;7784;1001
1587052505849;Fixation data;7780;986
1587052505861;Fixation begin;7768;977
1587052505872;Fixation data;7760;983
1587052505894;Fixation begin;7667;1046
1587052505906;Fixation begin;7647;1049
1587052505916;Fixation data;7647;1047
1587052505928;Fixation data;7650;1047
1587052505938;Fixation data;7659;1058
1587052505961;Fixation begin;7677;1081
1587052505972;Fixation data;7680;1066
1587052505982;Fixation data;7682;1048
1587052505994;Fixation data;7679;1040
1587052506006;Fixation begin;7660;1054
1587052506016;Fixation data;7657;1055
1587052506061;Fixation begin;7667;1031
1587052506072;Fixation end;;
1587052506105;Fixation begin;7721;1800
1587052506116;Fixation data;7724;1839
1587052506127;Fixation data;7729;1871
1587052506139;Fixation begin;7728;1895
1587052506151;Fixation data;7725;1892
1587052506161;Fixation data;7721;1889
1587052506182;Fixation begin;7730;1882
1587052506194;Fixation data;7731;1881
1587052506205;Fixation data;7732;1877
1587052506215;Fixation begin;7731;1889
1587052506227;Fixation data;7735;1891
1587052506238;Fixation data;7748;1893
1587052506249;Fixation data;7756;1886
1587052506260;Fixation data;7758;1878
1587052506271;Fixation data;7753;1880
1587052506282;Fixation data;7746;1889
1587052506294;Fixation data;7744;1898
1587052506305;Fixation data;7746;1898
1587052506315;Fixation data;7749;1896
1587052506327;Fixation data;7739;1889
1587052506338;Fixation data;7725;1881
1587052506349;Fixation data;7720;1876
1587052506361;Fixation data;7731;1879
1587052506372;Fixation data;7741;1889
1587052506383;Fixation data;7738;1893
1587052506394;Fixation data;7728;1888
1587052506405;Fixation data;7714;1882
1587052506416;Fixation data;7711;1879
1587052506427;Fixation begin;7718;1873
1587052506439;Fixation data;7728;1869
1587052506450;Fixation data;7737;1870
1587052506461;Fixation data;7745;1879
1587052506472;Fixation data;7762;1890
1587052506483;Fixation end;;
1587052506495;Fixation begin;7897;1948
1587052506506;Fixation data;7908;1950
1587052506516;Fixation data;7914;1948
1587052506527;Fixation data;7913;1947
1587052506538;Fixation begin;7896;1954
1587052506549;Fixation data;7894;1956
1587052506560;Fixation begin;7889;1951
1587052506571;Fixation data;7888;1951
1587052506582;Fixation data;7888;1950
1587052506593;Fixation data;7888;1946
1587052506605;Fixation data;7889;1944
1587052506616;Fixation begin;7891;1947
1587052506627;Fixation data;7894;1952
1587052506639;Fixation begin;7898;1957
1587052506649;Fixation data;7898;1956
1587052506649;Fixation data;7898;1954
1587052506660;Fixation data;7901;1954
1587052506671;Fixation data;7907;1955
1587052506682;Fixation begin;7915;1957
1587052506694;Fixation data;7914;1958
1587052506705;Fixation data;7910;1956
1587052506716;Fixation begin;7909;1951
1587052506728;Fixation data;7911;1953
1587052506750;Fixation begin;7916;1959
1587052506760;Fixation data;7913;1951
1587052506815;Fixation begin;7901;1952
1587052506827;Fixation data;7904;1948
1587052506838;Fixation data;7900;1941
1587052506849;Fixation data;7894;1937
1587052506860;Fixation data;7894;1937
1587052506871;Fixation data;7896;1936
1587052506882;Fixation data;7897;1934
1587052506894;Fixation data;7893;1931
1587052506905;Fixation data;7885;1933
1587052506915;Fixation data;7882;1939
1587052506927;Fixation data;7884;1946
1587052506938;Fixation begin;7900;1947
1587052506948;Fixation data;7902;1938
1587052506960;Fixation data;7903;1928
1587052506971;Fixation data;7899;1925
1587052506993;Fixation begin;7907;1935
1587052507005;Fixation data;7905;1939
1587052507015;Fixation data;7908;1942
1587052507027;Fixation data;7916;1942
1587052507038;Fixation data;7920;1937
1587052507049;Fixation data;7908;1935
1587052507060;Fixation data;7891;1933
1587052507071;Fixation data;7883;1929
1587052507082;Fixation data;7879;1927
1587052507093;Fixation data;7875;1928
1587052507104;Fixation data;7873;1932
1587052507115;Fixation begin;7879;1937
1587052507128;Fixation data;7889;1935
1587052507140;Fixation data;7895;1933
1587052507149;Fixation data;7890;1932
1587052507160;Fixation data;7877;1929
1587052507171;Fixation data;7871;1927
1587052507172;Fixation data;7872;1926
1587052507182;Fixation data;7873;1929
1587052507194;Fixation data;7878;1936
1587052507205;Fixation data;7880;1944
1587052507215;Fixation data;7879;1944
1587052507227;Fixation data;7876;1939
1587052507238;Fixation data;7876;1934
1587052507248;Fixation data;7878;1930
1587052507260;Fixation data;7877;1929
1587052507260;Fixation end;;
1587052507271;Fixation begin;7880;1937
1587052507282;Fixation data;7886;1940
1587052507293;Fixation data;7895;1944
1587052507304;Fixation data;7902;1940
1587052507315;Fixation data;7883;1932
1587052507327;Fixation data;7841;1918
1587052507360;Fixation begin;7431;1824
1587052507371;Fixation data;7430;1810
1587052507382;Fixation begin;7401;1774
1587052507393;Fixation data;7395;1774
1587052507405;Fixation data;7386;1774
1587052507416;Fixation begin;7382;1790
1587052507427;Fixation data;7383;1791
1587052507438;Fixation data;7385;1791
1587052507448;Fixation data;7389;1789
1587052507459;Fixation data;7392;1788
1587052507471;Fixation data;7388;1789
1587052507481;Fixation begin;7378;1795
1587052507493;Fixation data;7381;1797
1587052507504;Fixation begin;7390;1801
1587052507515;Fixation data;7393;1801
1587052507527;Fixation data;7398;1800
1587052507538;Fixation data;7401;1795
1587052507549;Fixation data;7394;1789
1587052507560;Fixation data;7383;1789
1587052507571;Fixation data;7372;1790
1587052507582;Fixation begin;7380;1792
1587052507592;Fixation data;7377;1790
1587052507604;Fixation end;;
1587052507659;Fixation begin;7615;1268
1587052507670;Fixation data;7624;1247
1587052507693;Fixation begin;7694;1297
1587052507704;Fixation data;7701;1290
1587052507727;Fixation begin;7733;1162
1587052507738;Fixation data;7710;1161
1587052507749;Fixation data;7691;1160
1587052507759;Fixation data;7683;1156
1587052507771;Fixation begin;7683;1150
1587052507781;Fixation data;7686;1150
1587052507793;Fixation data;7687;1144
1587052507804;Fixation data;7682;1139
1587052507815;Fixation data;7675;1138
1587052507826;Fixation data;7667;1143
1587052507837;Fixation begin;7665;1141
1587052507846;Fixation end;;
1587052507914;Fixation begin;7664;1278
1587052507926;Fixation end;;
1587052507937;Fixation begin;7601;1196
1587052507960;Fixation begin;7681;1159
1587052507971;Fixation begin;7694;1165
1587052507981;Fixation data;7693;1154
1587052507993;Fixation data;7690;1142
1587052508005;Fixation data;7687;1136
1587052508015;Fixation data;7684;1132
1587052508026;Fixation begin;7677;1128
1587052508037;Fixation data;7673;1136
1587052508048;Fixation data;7663;1146
1587052508060;Fixation data;7651;1148
1587052508071;Fixation data;7647;1138
1587052508081;Fixation data;7654;1125
1587052508093;Fixation begin;7677;1121
1587052508104;Fixation data;7675;1122
1587052508114;Fixation data;7672;1119
1587052508127;Fixation data;7669;1114
1587052508137;Fixation data;7668;1111
1587052508148;Fixation data;7667;1113
1587052508171;Fixation begin;7655;1120
1587052508181;Fixation data;7656;1121
1587052508194;Fixation data;7658;1118
1587052508204;Fixation data;7661;1113
1587052508215;Fixation data;7662;1110
1587052508226;Fixation data;7661;1108
1587052508237;Fixation data;7661;1107
1587052508248;Fixation data;7668;1103
1587052508260;Fixation data;7672;1104
1587052508271;Fixation data;7668;1113
1587052508281;Fixation end;;
1587052508326;Fixation begin;7351;1896
1587052508337;Fixation begin;7325;1932
1587052508348;Fixation data;7327;1926
1587052508359;Fixation begin;7327;1903
1587052508370;Fixation data;7325;1899
1587052508404;Fixation begin;7349;1906
1587052508414;Fixation data;7343;1906
1587052508426;Fixation begin;7320;1902
1587052508437;Fixation data;7317;1903
1587052508448;Fixation data;7326;1903
1587052508459;Fixation data;7341;1908
1587052508471;Fixation data;7347;1912
1587052508482;Fixation data;7344;1908
1587052508493;Fixation data;7339;1901
1587052508505;Fixation data;7332;1896
1587052508515;Fixation data;7305;1905
1587052508526;Fixation data;7274;1924
1587052508538;Fixation begin;7242;1956
1587052508548;Fixation data;7240;1955
1587052508560;Fixation data;7240;1955
1587052508570;Fixation data;7242;1952
1587052508592;Fixation begin;7237;1951
1587052508604;Fixation data;7237;1952
1587052508614;Fixation data;7241;1950
1587052508626;Fixation data;7252;1950
1587052508637;Fixation begin;7261;1950
1587052508648;Fixation data;7257;1950
1587052508659;Fixation data;7247;1947
1587052508671;Fixation begin;7236;1937
1587052508682;Fixation data;7233;1938
1587052508693;Fixation data;7240;1944
1587052508705;Fixation data;7249;1950
1587052508715;Fixation data;7251;1951
1587052508737;Fixation begin;7239;1942
1587052508747;Fixation data;7242;1944
1587052508759;Fixation data;7251;1949
1587052508770;Fixation data;7259;1954
1587052508781;Fixation data;7264;1957
1587052508781;Fixation data;7266;1957
1587052508792;Fixation data;7257;1953
1587052508803;Fixation data;7246;1946
1587052508814;Fixation data;7235;1940
1587052508825;Fixation data;7233;1937
1587052508837;Fixation data;7238;1939
1587052508848;Fixation data;7244;1940
1587052508871;Fixation begin;7237;1932
1587052508881;Fixation data;7243;1933
1587052508892;Fixation data;7253;1936
1587052508904;Fixation data;7252;1936
1587052509059;Fixation begin;7620;1214
1587052509071;Fixation data;7642;1191
1587052509082;Fixation data;7664;1156
1587052509092;Fixation data;7670;1134
1587052509103;Fixation data;7668;1132
1587052509114;Fixation data;7662;1130
1587052509125;Fixation data;7657;1125
1587052509137;Fixation data;7658;1114
1587052509147;Fixation data;7664;1105
1587052509159;Fixation data;7669;1104
1587052509170;Fixation begin;7667;1112
1587052509180;Fixation data;7664;1112
1587052509192;Fixation data;7660;1115
1587052509203;Fixation begin;7654;1134
1587052509214;Fixation data;7659;1139
1587052509226;Fixation data;7663;1139
1587052509237;Fixation data;7664;1131
1587052509247;Fixation begin;7650;1112
1587052509259;Fixation data;7650;1113
1587052509270;Fixation data;7648;1117
1587052509281;Fixation data;7646;1124
1587052509292;Fixation begin;7645;1138
1587052509303;Fixation data;7648;1140
1587052509314;Fixation data;7651;1143
